S NO,NAME,City,Location,Location-href,Website,Cuisines,Price range,Review,Tot_review
2.0,Farzana P,Pathanamthitta,"Parakkode Junction, Pathanamthitta India","https://maps.google.com/maps?saddr=&daddr=Parakkode+Junction%2C+Pathanamthitta+India@9.268849,76.78207",3.0,Cafe,₹90 - ₹602,4.0,12 reviews
4.0,Filfilfamily Restaurant,Pathanamthitta,"Adoor Palavilayil Building,bypass Road,adoor, Adoor 691521 India","https://maps.google.com/maps?saddr=&daddr=Adoor+Palavilayil+Building%2Cbypass+Road%2Cadoor%2C+Adoor+691521+India@9.152967,76.73561",5.0,"Chinese, Indian, Arabic",₹100 - ₹890,5.0,13 reviews
6.0,Caramel Stories Pathanamthitta,Pathanamthitta,"Stadium Junction, Pathanamthitta, Pathanamthitta 689645 India","https://maps.google.com/maps?saddr=&daddr=Stadium+Junction%2C+Pathanamthitta%2C+Pathanamthitta+689645+India@9.26147,76.78154",7.0,"Chinese, Arabic",₹20 - ₹4675,3.2,14 reviews
8.0,Amani Arabian Restaurant,Pathanamthitta,9.0,10.0,1.0,Indian,₹90 - ₹6789,4.0,15 reviews
2.0,Filfil Family Restaurant,Pathanamthitta,3.0,4.0,5.0,"Chinese, Indian, Arabic",₹890 - ₹9000,2.0,1 review
6.0,St George Gourmet,Pathanamthitta,7.0,8.0,9.0,Indian,₹780 - ₹7890,3.0,11 reviews
10.0,Evergreen,Pathanamthitta,1.0,2.0,3.0,4.0,₹90 - ₹3476,3.0,7 reviews
5.0,Hotel Abhilash,Pathanamthitta,6.0,7.0,8.0,Indian,₹560 - ₹1000,3.5,2 reviews
9.0,Kutties Residency,Pathanamthitta,10.0,1.0,2.0,Dinner,₹80 - ₹890,3.0,11 reviews
3.0,Hotel Mahalekshmi,Pathanamthitta,4.0,5.0,6.0,"Indian, Seafood, Fast food, Healthy",₹670 - ₹7000,4.0,4 reviews
7.0,Pepino,Pathanamthitta,8.0,9.0,10.0,Indian,₹560 - ₹9000,3.5,9 reviews
1.0,Foodie Factory,Pathanamthitta,2.0,3.0,4.0,Indian,₹340 - ₹3490,4.5,2 reviews
5.0,Tharavadu Toddy Shop,Pathanamthitta,6.0,7.0,8.0,"Indian, Seafood",₹670 - ₹1000,5.0,1 review
9.0,Sultan Restaurant,Pathanamthitta,10.0,1.0,2.0,"Chinese, Indian, Street Food, Arabic",₹70 - ₹7890,4.5,3 reviews
3.0,Cousins Food Hub,Pathanamthitta,4.0,5.0,6.0,Asian,₹90 - ₹2345,4.5,3 reviews
7.0,Bell Pepper,Pathanamthitta,8.0,9.0,10.0,1.0,₹90 - ₹8909,4.0,6 reviews
2.0,Vibe,Pathanamthitta,3.0,4.0,5.0,"American, Indian, Arabic",₹90 - ₹9000,5.0,2 reviews
6.0,J' Mart Arabian Restaurant,Pathanamthitta,7.0,8.0,9.0,"Middle Eastern, Asian",₹900 - ₹8000,4.0,13 reviews
10.0,Thomson Bakery & Restaurant,Pathanamthitta,1.0,2.0,3.0,"Indian, Asian",₹20 - ₹900,3.5,44 reviews
4.0,Olive Food Court,Palakkad,"Agali Road Anaikatti, Palakkad 678588 India","https://maps.google.com/maps?saddr=&daddr=Agali+Road+Anaikatti%2C+Palakkad+678588+India@10.76149,76.65802",5.0,"Indian, Asian, Arabic",₹90 - ₹7899,2.0,14 reviews
6.0,Al Karaama,Palakkad,"Palakkad - Ponnani Rd, Mepparambu, Palakkad 678006 India",https://maps.google.com/maps?saddr=&daddr=Palakkad+-+Ponnani+Rd%2C+Mepparambu%2C+Palakkad+678006+India,7.0,Arabic,₹670 - ₹5678,4.5,15 reviews
8.0,Vazhiyoram Oottupuraa,Palakkad,"Canal Pirivu, Walayar, Palakkad 678624 India",https://maps.google.com/maps?saddr=&daddr=Canal+Pirivu%2C+Walayar%2C+Palakkad+678624+India,9.0,10.0,₹670 - ₹7890,5.0,10 reviews
1.0,Sultan Restaurant,Palakkad,"Soorya City Hotel, Kandoth Complex, Sultanpet, Palakkad India","https://maps.google.com/maps?saddr=&daddr=Soorya+City+Hotel%2C+Kandoth+Complex%2C+Sultanpet%2C+Palakkad+India@10.772658,76.65698",2.0,Indian,₹20 - ₹500,5.0,14 reviews
3.0,Cruzo Cafe & Grills,Palakkad,"Cm Center, Manali Junction Calicut Bypass Road, Palakkad 678014 India","https://maps.google.com/maps?saddr=&daddr=Cm+Center%2C+Manali+Junction+Calicut+Bypass+Road%2C+Palakkad+678014+India@10.777337,76.66936",4.0,"Italian, American, Indian, Spanish, Arabic",₹20 - ₹670,4.5,15 reviews
5.0,Safa Biryani House,Palakkad,"Manjakullam Palli Road, Palakkad India",https://maps.google.com/maps?saddr=&daddr=Manjakullam+Palli+Road%2C+Palakkad+India,6.0,Indian,₹890 - ₹704,3.5,16 reviews
7.0,Local Ocean Seafood Restaurant,Palakkad,"Nh 544 Kanjikode, Palakkad 678621 India","https://maps.google.com/maps?saddr=&daddr=Nh+544+Kanjikode%2C+Palakkad+678621+India@10.77937,76.71246",8.0,Contemporary,₹20 - ₹405,2.4,17 reviews
9.0,Malabar Chimney Restaurant,Palakkad,"Courts road, Palakkad 678001 India",https://maps.google.com/maps?saddr=&daddr=Courts+road%2C+Palakkad+678001+India,10.0,1.0,₹80 - ₹6000,3.5,18 reviews
2.0,Aneefa Restarunt,Palakkad,"Manjakulam street, Palakkad India","https://maps.google.com/maps?saddr=&daddr=Manjakulam+street%2C+Palakkad+India@10.76875,76.650276",3.0,Indian,₹670 - ₹900,2.0,19 reviews
4.0,The White Elephant Anaikatti,Palakkad,"SF No 1412/2, 1412/3 Varagampadi Village Sholayoor Panchayat, Annaikatti, Palakkad 678581 India","https://maps.google.com/maps?saddr=&daddr=SF+No+1412%2F2%2C+1412%2F3+Varagampadi+Village+Sholayoor+Panchayat%2C+Annaikatti%2C+Palakkad+678581+India@11.064909,76.70677",https://tuskershill.com/restaurant/,"Chinese, Indian",₹20 - ₹5690,3.0,20 reviews
5.0,Al Karaama,Palakkad,"Palakkad - Ponnani Rd Near Meparambu Mosque, Palakkad 678006 India",https://maps.google.com/maps?saddr=&daddr=Palakkad+-+Ponnani+Rd+Near+Meparambu+Mosque%2C+Palakkad+678006+India,6.0,Arabic,₹780 - ₹6790,1.0,21 reviews
7.0,Sultan Restaurant,Palakkad,"Soorya City Hotel Kandath Complex, Palakkad 678001 India","https://maps.google.com/maps?saddr=&daddr=Soorya+City+Hotel+Kandath+Complex%2C+Palakkad+678001+India@10.772374,76.65725",8.0,"Chinese, Indian",9.0,3.0,22 reviews
10.0,"D Nine Restaurant, Palakkad",Palakkad,"West Yakkara On The Main Road Connecting The Nh., Palakkad India","https://maps.google.com/maps?saddr=&daddr=West+Yakkara+On+The+Main+Road+Connecting+The+Nh.%2C+Palakkad+India@10.752269,76.64969",1.0,"Asian, Arabic",2.0,2.5,3 reviews
3.0,arabian Grill &fry,Palakkad,"Stadium Bypass, Palakkad India","https://maps.google.com/maps?saddr=&daddr=Stadium+Bypass%2C+Palakkad+India@10.775,76.651",4.0,Arabic,5.0,3.0,5 reviews
6.0,Nalanda Rich,Palakkad,"Kunnathurmedu, Palakkad 678013 India","https://maps.google.com/maps?saddr=&daddr=Kunnathurmedu%2C+Palakkad+678013+India@10.775,76.651",http://www.nalandainn.com/,"Chinese, Indian, Arabic",₹20 - ₹609,2.5,3 reviews
7.0,Pisharody's Pure Vegetarian Restaurant,Palakkad,"KSRTC Link Rd, Palakkad India","https://maps.google.com/maps?saddr=&daddr=KSRTC+Link+Rd%2C+Palakkad+India@10.53054,76.25826",8.0,"Breakfast, Lunch, Dinner",₹100 - ₹2090,2.0,1 review
9.0,Hasis Kitchen,Palakkad,"College Street, Palakkad India","https://maps.google.com/maps?saddr=&daddr=College+Street%2C+Palakkad+India@10.775,76.651",https://www.facebook.com/hasiskitchen/,"Chinese, Indian, Lebanese, Grill, Arabic, Asian",₹900 - ₹9090,3.0,14 reviews
10.0,Hotel Indraprastha,Palakkad,"English Church Road, Palakkad 678001 India","https://maps.google.com/maps?saddr=&daddr=English+Church+Road%2C+Palakkad+678001+India@10.765985,76.65455",1.0,Indian,2.0,3.5,5 reviews
3.0,indian restaurant,Palakkad,"Near Petrol Pump Chirakkalpadi, Palakkad 678001 India",https://maps.google.com/maps?saddr=&daddr=Near+Petrol+Pump+Chirakkalpadi%2C+Palakkad+678001+India,4.0,"Indian, Asian",₹900 - ₹697,3.5,2 reviews
5.0,Bhojan restaurant,Palakkad,"NH 47, Vadakkencherry Hotel Jyothis Regency, Palakkad 678683 India","https://maps.google.com/maps?saddr=&daddr=NH+47%2C+Vadakkencherry+Hotel+Jyothis+Regency%2C+Palakkad+678683+India@10.59177,76.4652",http://www.hoteljyothisregency.com/restaurant.html,Healthy,₹89 - ₹698,4.0,1 review
6.0,Muscat Burger,Palakkad,"Pathiripala road Sheshadri Nagar, Koppam, Palakkad 678014 India",https://maps.google.com/maps?saddr=&daddr=Pathiripala+road+Sheshadri+Nagar%2C+Koppam%2C+Palakkad+678014+India,7.0,"Lunch, Dinner",₹99 - ₹690,4.0,1 review
8.0,Dhaba Cafe,Palakkad,"23/637/1, 2, Kairalis Building, Stadium Bye Pass Road, Palakkad 678013 India","https://maps.google.com/maps?saddr=&daddr=23%2F637%2F1%2C+2%2C+Kairalis+Building%2C+Stadium+Bye+Pass+Road%2C+Palakkad+678013+India@10.771,76.66216",9.0,10.0,₹56 - ₹7000,4.0,1 review
1.0,Top In Town,Palakkad,2.0,3.0,4.0,Indian,₹87 - ₹768,4.0,1 review
5.0,Ygary's JUZU,Palakkad,6.0,7.0,8.0,9.0,10.0,5.0,1 review
1.0,Kalyan Tourist Home,Palakkad,2.0,3.0,4.0,5.0,₹20 - ₹703,5.0,1 review
6.0,Magik Oven,Palakkad,7.0,8.0,9.0,Indian,₹20 - ₹7890,3.5,10 reviews
10.0,Arabian Arbeque Fire Grill,Palakkad,1.0,2.0,3.0,4.0,5.0,4.5,2 reviews
6.0,Grill&chill Resto,Palakkad,7.0,8.0,9.0,10.0,₹20 - ₹500,4.5,2 reviews
1.0,Devikripa Restaurant,Palakkad,2.0,3.0,4.0,5.0,₹90 - ₹7709,3.5,6 reviews
6.0,Taste of Kalpathy,Palakkad,7.0,8.0,9.0,Asian,₹20 - ₹708,5.0,1 review
10.0,Menma,Palakkad,1.0,2.0,3.0,4.0,5.0,4.5,4 reviews
6.0,Rasoi Ghar Se,Palakkad,7.0,8.0,9.0,10.0,1.0,5.0,2 reviews
2.0,Moms Biryani,Palakkad,3.0,4.0,5.0,6.0,₹80 - ₹600,4.0,7 reviews
7.0,Mani's Cafe,Palakkad,8.0,9.0,10.0,Indian,₹900 - ₹890,4.0,7 reviews
1.0,Noor Jehan Fort View Restaurant,Palakkad,2.0,3.0,4.0,"Indian, Asian",₹670 - ₹5000,3.5,17 reviews
5.0,Burger Tree,Palakkad,6.0,7.0,8.0,"Cafe, Fast food, Grill, Fusion, Arabic",₹560 - ₹5090,4.5,4 reviews
9.0,Hotel Sri Bhavan,Palakkad,10.0,1.0,2.0,3.0,₹670 - ₹7000,4.5,3 reviews
4.0,Spice Mill Restaurant & Grills,Palakkad,5.0,6.0,7.0,8.0,₹500 - ₹8909,3.5,11 reviews
9.0,Aiswarya Home Mess,Palakkad,10.0,1.0,2.0,"Lunch, Dinner",₹670 - ₹8000,5.0,5 reviews
3.0,Kairali Restaurant,Palakkad,4.0,5.0,6.0,Dinner,₹100 - ₹9000,4.0,13 reviews
7.0,Malabar Restaurant,Palakkad,8.0,9.0,10.0,"Indian, Asian",₹80 - ₹500,3.5,18 reviews
1.0,Ramassery Idly Kada,Palakkad,2.0,3.0,4.0,Indian,₹20 - ₹700,5.0,5 reviews
5.0,Arippa Restaurant,Palakkad,6.0,7.0,8.0,Indian,₹30 - ₹509,4.5,7 reviews
9.0,Meen Chatti,Palakkad,10.0,1.0,2.0,Indian,₹50 - ₹610,5.0,4 reviews
3.0,Nmr's Uptown,Palakkad,4.0,5.0,6.0,"Indian, Asian",₹20 - ₹698,4.0,15 reviews
7.0,London Bakes N' Grills,Palakkad,8.0,9.0,10.0,"Asian, Middle Eastern",1.0,4.5,12 reviews
2.0,Nmr Biriyani House,Palakkad,3.0,4.0,5.0,"Indian, Asian",₹20 - ₹600,4.0,22 reviews
6.0,Ashok Bhavan,Palakkad,7.0,8.0,9.0,Indian,₹80 - ₹601,4.0,23 reviews
10.0,Sultan of Flavours,Palakkad,1.0,2.0,3.0,4.0,₹690 - ₹690,4.0,44 reviews
5.0,Kadal,Palakkad,6.0,7.0,8.0,9.0,₹570 - ₹8000,4.0,25 reviews
10.0,Nalanda Restaurant,Palakkad,1.0,2.0,3.0,4.0,₹40 - ₹700,4.0,34 reviews
5.0,Annalakshmi Grand Pure Veg,Palakkad,6.0,7.0,8.0,"Indian, Asian",₹60 - ₹589,4.0,41 reviews
9.0,Hotel Hariharaputhra,Palakkad,10.0,1.0,2.0,Indian,₹40 - ₹500,4.0,57 reviews
3.0,Noorjehans Open Grill,Palakkad,4.0,5.0,6.0,7.0,₹20 - ₹9000,4.0,78 reviews
8.0,Noorjahan Hotel Restaurant,Palakkad,9.0,10.0,1.0,"Indian, Asian",₹10 - ₹400,4.0,105 reviews
2.0,The Rice Bowl Restaurant,Palakkad,3.0,4.0,5.0,"Indian, Asian",₹40 - ₹6000,4.5,39 reviews
6.0,Kapilavastu,Palakkad,7.0,8.0,9.0,"Indian, Asian",₹20 - ₹610,4.0,147 reviews
10.0,Mintzza Food Mall,Trissur,"Mintzza Food Mall , Vazhapilly Tower, Nh-47,koratty Nh-47, Thrissur 680308 India","https://maps.google.com/maps?saddr=&daddr=Mintzza+Food+Mall+%2C+Vazhapilly+Tower%2C+Nh-47%2Ckoratty+Nh-47%2C+Thrissur+680308+India@10.264178,76.35267",http://www.mintzzza.com/,"Italian, Chinese, Indian, Thai, Arabic, Asian",₹50 - ₹200,4.0,11 reviews
1.0,The Egg Stop,Trissur,"Pride of Aristo, Mission Quarters C.S.I Cemetery Road, Thrissur 680005 India","https://maps.google.com/maps?saddr=&daddr=Pride+of+Aristo%2C+Mission+Quarters+C.S.I+Cemetery+Road%2C+Thrissur+680005+India@10.516562,76.22554",2.0,"Mexican, Indian, Barbecue, European, Spanish",₹200 - ₹400,4.0,5 reviews
3.0,KR Inn,Trissur,"Calicut Road, Perumpilavu, Thrissur 680519 India","https://maps.google.com/maps?saddr=&daddr=Calicut+Road%2C+Perumpilavu%2C+Thrissur+680519+India@10.52022,76.2204",http://www.krinn.co.in/about.html,Indian,₹600 - ₹9000,4.0,5 reviews
4.0,Hotel Prince,Trissur,"Kecheri, Thrissur 680501 India","https://maps.google.com/maps?saddr=&daddr=Kecheri%2C+Thrissur+680501+India@10.52022,76.2204",5.0,6.0,7.0,4.0,5 reviews
8.0,Pisharody's Vegetarian & Vegan Restaurant,Trissur,"Kuruppam Road, Thrissur 680001 India","https://maps.google.com/maps?saddr=&daddr=Kuruppam+Road%2C+Thrissur+680001+India@10.521294,76.21267",http://www.facebook.com/pages/Pisharodys-Thrissur/893706167418180,"Vegetarian Friendly,Indian",₹200 - ₹400,3.5,47 reviews
9.0,Rangoli Restaurant,Trissur,"West Fort , West Fort Plaza Ayyanthole Road, Thrissur India","https://maps.google.com/maps?saddr=&daddr=West+Fort+%2C+West+Fort+Plaza+Ayyanthole+Road%2C+Thrissur+India@10.521991,76.201836",http://rangolifoodcraft.com/,Indian,₹30 - ₹200,4.0,6 reviews
10.0,Chicking,Trissur,"South Nada, Thrissur 680101 India","https://maps.google.com/maps?saddr=&daddr=South+Nada%2C+Thrissur+680101+India@10.52022,76.2204",http://www.chickingindia.in/history.html,"Lunch, Dinner",₹100 - ₹1000,4.0,7 reviews
1.0,Athithi,Trissur,"Near Chettuva Bridge Nh 17 Kundaliyur, Chettuva, Thrissur 680616 India","https://maps.google.com/maps?saddr=&daddr=Near+Chettuva+Bridge+Nh+17+Kundaliyur%2C+Chettuva%2C+Thrissur+680616+India@10.5217,76.0514",2.0,3.0,₹100 - ₹1000,5.0,3 reviews
4.0,Goal Face,Trissur,"Trichur-Palghat Road Pulikkan Market, Thrissur 680005 India","https://maps.google.com/maps?saddr=&daddr=Trichur-Palghat+Road+Pulikkan+Market%2C+Thrissur+680005+India@10.521875,76.23966",https://www.facebook.com/pages/Goal-Face/675747202459611,"Breakfast, Lunch, Dinner",5.0,4.0,5 reviews
6.0,Alibaba & 41 Dishes,Trissur,"Kuruppam Road Manappuram Building, Thrissur 682001 India","https://maps.google.com/maps?saddr=&daddr=Kuruppam+Road+Manappuram+Building%2C+Thrissur+682001+India@10.519874,76.21181",http://www.alibaba41dishes.com/index.html,"Halal,Indian",7.0,3.5,50 reviews
8.0,Ammus Multi Cuisine Restaurant,Trissur,"Marar Road Hotel Ammu Regency, Thrissur 680001 India","https://maps.google.com/maps?saddr=&daddr=Marar+Road+Hotel+Ammu+Regency%2C+Thrissur+680001+India@10.52126,76.21153",http://ammuregency.com/contact.aspx,International,₹2000 - ₹10000,4.0,6 reviews
9.0,Hotel Mekkattil,Trissur,"Vazhukkumpara Kuthiran Valley, Thrissur 680652 India","https://maps.google.com/maps?saddr=&daddr=Vazhukkumpara+Kuthiran+Valley%2C+Thrissur+680652+India@10.52022,76.2204",10.0,"Chinese, Indian","₹1,200 - ₹10000",4.0,6 reviews
1.0,Arunima Restaurant,Trissur,"Erinjery Angadi, near Thrissur round, Thrissur India","https://maps.google.com/maps?saddr=&daddr=Erinjery+Angadi%2C+near+Thrissur+round%2C+Thrissur+India@10.52022,76.2204",http://www.facebook.com/arunimarestaurant/,Seafood,₹17 - ₹1300,4.0,7 reviews
2.0,Sree Krishna Bhavan,Trissur,"East Nada Guruvayur, Thrissur 680101 India","https://maps.google.com/maps?saddr=&daddr=East+Nada+Guruvayur%2C+Thrissur+680101+India@10.07271,76.36378",3.0,"Indian, Chinese","₹1,500 - ₹14500",4.0,8 reviews
4.0,Sree Vinayaka,Trissur,"Kodungallur-Shornur Road Urakam, Thrissur 680562 India","https://maps.google.com/maps?saddr=&daddr=Kodungallur-Shornur+Road+Urakam%2C+Thrissur+680562+India@10.51798,76.20976",5.0,"Chinese, Indian","₹1,247 - ₹13,302",4.5,5 reviews
6.0,Komala Bakery & Restaurant,Trissur,"Guruvayoor Road Kunnamkulam, Thrissur 680503 India","https://maps.google.com/maps?saddr=&daddr=Guruvayoor+Road+Kunnamkulam%2C+Thrissur+680503+India@10.644503,76.065544",https://www.facebook.com/events/202831326556759/?ref=22,"Vegetarian Friendly, Vegan Options",₹3000 - ₹9000,3.5,25 reviews
7.0,Ambady Restaurant,Trissur,"Naikkanal Kodungallur - Shornur Rd, Thrissur 680001 India","https://maps.google.com/maps?saddr=&daddr=Naikkanal+Kodungallur+-+Shornur+Rd%2C+Thrissur+680001+India@10.51798,76.20976",8.0,"Reservations,Breakfast, Lunch, Dinner",₹10 - ₹900,4.0,7 reviews
9.0,Sulaimani 168,Trissur,"Ikkanda Warrier Road, Thrissur India","https://maps.google.com/maps?saddr=&daddr=Ikkanda+Warrier+Road%2C+Thrissur+India@10.51697,76.21363",http://www.facebook.com/sulaimaani168,"Halal,Indian, Asian",₹150 - ₹350,3.5,29 reviews
10.0,Corniche Resto,Trissur,"1st Floor, P.I.K Tower, St.Thomas College Road, Thrissur 680001 India","https://maps.google.com/maps?saddr=&daddr=1st+Floor%2C+P.I.K+Tower%2C+St.Thomas+College+Road%2C+Thrissur+680001+India@10.52308,76.22483",https://www.facebook.com/cornicheresto/,"Lunch, Dinner",₹90 - ₹3000,5.0,4 reviews
1.0,Hotel Elite International,Trissur,"Chembottil Ln, Thrissur 680001 India","https://maps.google.com/maps?saddr=&daddr=Chembottil+Ln%2C+Thrissur+680001+India@10.522035,76.213776",2.0,Vegetarian Friendly,3.0,3.5,27 reviews
4.0,Krishna Pure Veg Restaurant,Trissur,"Mannuthy By-pass junction, Thrissur India",https://maps.google.com/maps?saddr=&daddr=Mannuthy+By-pass+junction%2C+Thrissur+India,5.0,"Indian, Asian, Chinese, International",6.0,4.0,10 reviews
7.0,The Fisherman's Hub,Trissur,"Kanjany Road, Olarikkara, Chettupuzha Niya Regency, Thrissur India","https://maps.google.com/maps?saddr=&daddr=Kanjany+Road%2C+Olarikkara%2C+Chettupuzha+Niya+Regency%2C+Thrissur+India@10.50919,76.16913",http://www.niyaregency.com/Dining.aspx,"Reservations,Seafood",₹300 - ₹900,4.0,8 reviews
8.0,Kaizen Diners,Trissur,"Shankara Iyer Road Opposite Kerala Varma College Bus Stop, Thrissur 680011 India","https://maps.google.com/maps?saddr=&daddr=Shankara+Iyer+Road+Opposite+Kerala+Varma+College+Bus+Stop%2C+Thrissur+680011+India@10.52654,76.20165",http://kaizendiners.com/,"Italian, Chinese, Indian",₹90 - ₹280,4.5,3 reviews
9.0,Zaatar Wa Zaitoon Restaurant & Grills,Trissur,"MG Road Ground And First Floor near kottappuram bridge, Thrissur 680667 India","https://maps.google.com/maps?saddr=&daddr=MG+Road+Ground+And+First+Floor+near+kottappuram+bridge%2C+Thrissur+680667+India@10.523462,76.207695",https://www.facebook.com/zaatarwazaitoon/,"Chinese, Indian, Arabic, Middle Eastern, Lebanese, Fast food, Asian, Fusion","₹100 - ₹1,700",4.0,15 reviews
10.0,Peppercorn Cook N Bake,Trissur,"Caico Rd, Thrissur 680006 India","https://maps.google.com/maps?saddr=&daddr=Caico+Rd%2C+Thrissur+680006+India@10.51386,76.23625",1.0,"Asian, Chinese, Indian, International",2.0,4.0,13 reviews
3.0,Virads Edsquare,Trissur,"8/310/2, Ikkanda Warrier Road, East Fort, Thrissur 680005 India","https://maps.google.com/maps?saddr=&daddr=8%2F310%2F2%2C+Ikkanda+Warrier+Road%2C+East+Fort%2C+Thrissur+680005+India@10.52095,76.22487",http://www.viradsedsquare.com/,"Lunch, Dinner,Indian, Chinese",₹3000 - ₹6000,4.5,6 reviews
4.0,GuestO Cuisine Club,Trissur,"Round West, Thrissur 680001 India","https://maps.google.com/maps?saddr=&daddr=Round+West%2C+Thrissur+680001+India@10.525578,76.21199",https://www.facebook.com/guestocuisine/,"Italian, Mexican, Chinese, Thai, Arabic",₹150 - ₹350,5.0,5 reviews
5.0,Womens food Court,Trissur,"Naduvilal jn, Thrissur India","https://maps.google.com/maps?saddr=&daddr=Naduvilal+jn%2C+Thrissur+India@10.52022,76.2204",http://www.mgrestaurant.in/,Vegetarian Friendly,₹50 - ₹500,4.0,12 reviews
6.0,Le Green Multi Cusine Restaurant,Trissur,"Puzhakkal Near Kalyan Hero Showroom, Thrissur 680553 India","https://maps.google.com/maps?saddr=&daddr=Puzhakkal+Near+Kalyan+Hero+Showroom%2C+Thrissur+680553+India@10.539313,76.193344",https://legreenhospitalities.business.site/,"Vegetarian Friendly,Indian, International",₹200 - ₹4000,4.0,17 reviews
7.0,Cafe Mojo,Trivandrum,"Kowdiar Road, Thiruvananthapuram (Trivandrum) India","https://maps.google.com/maps?saddr=&daddr=Kowdiar+Road%2C+Thiruvananthapuram+%28Trivandrum%29+India@8.524035,76.95341",http://www.facebook.com/Cafemojotrv/,"Vegetarian Friendly,Indian",8.0,4.0,122 reviews
9.0,Salt Water Seafood Restaurant,Trivandrum,"Adimalathura Beach,, Thiruvananthapuram (Trivandrum) 695501 India","https://maps.google.com/maps?saddr=&daddr=Adimalathura+Beach%2C%2C+Thiruvananthapuram+%28Trivandrum%29+695501+India@8.355137,77.01864",https://salt-water-sea-food-restaurant.business.site/?utm_source=gmb&utm_medium=referral,"Vegetarian Friendly, asian",10.0,4.5,40 reviews
1.0,Kethel's Chicken,Trivandrum,"Rahmaniya Hotel, Chalai Bazarchalai Chalai bazaar, Thiruvananthapuram (Trivandrum) 695001 India","https://maps.google.com/maps?saddr=&daddr=Rahmaniya+Hotel%2C+Chalai+Bazarchalai+Chalai+bazaar%2C+Thiruvananthapuram+%28Trivandrum%29+695001+India@8.481381,76.95969",http://www.kethelschicken.com/,"Vegetarian Friendly, local ciusine",₹20 - ₹6000,4.0,115 reviews
2.0,Alan Cafe Pure Vegetarian,Trivandrum,"Light House Beach Behind Hotel Orion, Kovalam India","https://maps.google.com/maps?saddr=&daddr=Light+House+Beach+Behind+Hotel+Orion%2C+Kovalam+India@8.39374,76.97867",https://www.facebook.com/alanvegcafe/?hc_ref=PAGES_TIMELINE,"Breakfast, Lunch, Dinner",₹60 - ₹888,4.5,57 reviews
3.0,The Waters Edge,Trivandrum,"G V Raja Road Samudra Beach, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=G+V+Raja+Road+Samudra+Beach%2C+Kovalam+695527+India@8.40291,76.97582",http://www.thewatersedgekovalam.com/,"Breakfast, local cuisine",₹900 - ₹789,4.0,103 reviews
4.0,Pathayam Naturopathic Food Restaurant,Trivandrum,"Tutor's Lane Statue, Thiruvananthapuram (Trivandrum) 695001 India","https://maps.google.com/maps?saddr=&daddr=Tutor%27s+Lane+Statue%2C+Thiruvananthapuram+%28Trivandrum%29+695001+India@8.49953,76.94773",http://pathayam.co.in/,"Breakfast, indian,asian",₹80 - ₹796,4.5,55 reviews
5.0,Taste of Kerala,Trivandrum,"Kovalam Beach Road, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Kovalam+Beach+Road%2C+Kovalam+695527+India@8.39395,76.97863",6.0,"Breakfast, Chinese",₹400 - ₹690,4.0,59 reviews
7.0,Supreme All Spice,Trivandrum,"Musaliar Buildings Kuravankonam, Thiruvananthapuram (Trivandrum) India","https://maps.google.com/maps?saddr=&daddr=Musaliar+Buildings+Kuravankonam%2C+Thiruvananthapuram+%28Trivandrum%29+India@8.522909,76.951256",http://www.supremeallspice.com/,"Indian, Asian, International",₹70 - ₹8000,4.0,99 reviews
8.0,Up North Restaurant,Trivandrum,"Vazhuthacaud Road Opposite Govt. Women's College, Vazhuthacaud, Thiruvananthapuram (Trivandrum) 695014 India","https://maps.google.com/maps?saddr=&daddr=Vazhuthacaud+Road+Opposite+Govt.+Women%27s+College%2C+Vazhuthacaud%2C+Thiruvananthapuram+%28Trivandrum%29+695014+India@8.500394,76.958496",http://www.upnorthrestaurant.co.in/,"Indian, internatinal",₹780 - ₹890,4.0,165 reviews
9.0,Zenzerro Cafe & Bakery,Trivandrum,"Carmel Buildings, 2nd floor Opposite Cotton High School, Vazhuthacaud, Thiruvananthapuram (Trivandrum) 695014 India","https://maps.google.com/maps?saddr=&daddr=Carmel+Buildings%2C+2nd+floor+Opposite+Cotton+High+School%2C+Vazhuthacaud%2C+Thiruvananthapuram+%28Trivandrum%29+695014+India@8.501725,76.96239",http://www.facebook.com/Zenzerro/,"Indian, Chinese",₹670 - ₹689,4.0,98 reviews
10.0,Kaffeehaus Trivandrum,Trivandrum,"MP Appan Road, Vazhuthacaud, Trivandrum, Thiruvananthapuram (Trivandrum) 695014 India","https://maps.google.com/maps?saddr=&daddr=MP+Appan+Road%2C+Vazhuthacaud%2C+Trivandrum%2C+Thiruvananthapuram+%28Trivandrum%29+695014+India@8.499701,76.95928",http://www.kaffeehaus.in/,"Indian, local cuisine",₹90 - ₹456,4.5,52 reviews
1.0,Rock Cafe,Trivandrum,"Light House Beach Dwarka Lodge, Kovalam 695527 India","https://maps.google.com/maps?saddr=&daddr=Light+House+Beach+Dwarka+Lodge%2C+Kovalam+695527+India@8.387305,76.97663",http://www.facebook.com/pages/Rock%20cafe%20Kovalam/1522878361358788/photos/,"Indian, chinese",₹340 - ₹3980,4.5,100 reviews
